source,timestamp,asset_id,asset_type,area,criticality,criticality_score,temperature,vibration,current,pressure,rpm,alarm_count,delay_hours,spare_lead_time_days,failure_label,failure_mode
public_ai4i_benchmark,2025-01-01 00:41:00,AI4I-42,Public AI4I Machine,Public Benchmark,Low,1,35.95,4.03,82.683,8.463,1368,0,0.0,0,0,public_ai4i_target_label_only
public_ai4i_benchmark,2025-01-01 00:42:00,AI4I-43,Public AI4I Machine,Public Benchmark,Medium,2,35.95,3.901,81.575,8.55,1368,0,0.0,0,0,public_ai4i_target_label_only
public_ai4i_benchmark,2025-01-01 00:43:00,AI4I-44,Public AI4I Machine,Public Benchmark,High,3,36.05,3.866,81.375,8.572,1372,0,0.0,0,0,public_ai4i_target_label_only
public_ai4i_benchmark,2025-01-01 00:44:00,AI4I-45,Public AI4I Machine,Public Benchmark,Medium,2,35.95,3.702,81.042,8.608,1472,0,0.0,0,0,public_ai4i_target_label_only
public_ai4i_benchmark,2025-01-01 00:45:00,AI4I-46,Public AI4I Machine,Public Benchmark,Low,1,35.95,3.836,82.492,8.508,1489,0,0.0,0,0,public_ai4i_target_label_only
public_ai4i_benchmark,2025-01-01 00:46:00,AI4I-47,Public AI4I Machine,Public Benchmark,Medium,2,35.85,4.004,65.183,8.206,1843,0,0.0,0,0,public_ai4i_target_label_only
public_ai4i_benchmark,2025-01-01 00:47:00,AI4I-48,Public AI4I Machine,Public Benchmark,Low,1,35.95,3.712,80.808,8.644,1418,0,0.0,0,0,public_ai4i_target_label_only
public_ai4i_benchmark,2025-01-01 00:48:00,AI4I-49,Public AI4I Machine,Public Benchmark,High,3,36.05,4.35,86.675,8.214,1425,1,0.0,0,0,public_ai4i_target_label_only
public_ai4i_benchmark,2025-01-01 00:49:00,AI4I-50,Public AI4I Machine,Public Benchmark,Medium,2,36.05,3.579,79.742,8.739,1412,0,0.0,0,0,public_ai4i_target_label_only
public_ai4i_benchmark,2025-01-01 00:50:00,AI4I-51,Public AI4I Machine,Public Benchmark,Low,1,35.95,5.852,50.367,6.978,2861,0,0.0,0,1,public_ai4i_target_label_only
public_ai4i_benchmark,2025-01-01 00:51:00,AI4I-52,Public AI4I Machine,Public Benchmark,Low,1,35.95,4.543,88.258,8.12,1383,1,0.0,0,0,public_ai4i_target_label_only
public_ai4i_benchmark,2025-01-01 00:52:00,AI4I-53,Public AI4I Machine,Public Benchmark,High,3,35.85,3.504,80.1,8.729,1497,0,0.0,0,0,public_ai4i_target_label_only
public_ai4i_benchmark,2025-01-01 00:53:00,AI4I-54,Public AI4I Machine,Public Benchmark,Low,1,35.85,3.568,73.992,8.638,1565,0,0.0,0,0,public_ai4i_target_label_only
public_ai4i_benchmark,2025-01-01 00:54:00,AI4I-55,Public AI4I Machine,Public Benchmark,Low,1,35.85,3.857,70.408,8.352,1691,0,0.0,0,0,public_ai4i_target_label_only
public_ai4i_benchmark,2025-01-01 00:55:00,AI4I-56,Public AI4I Machine,Public Benchmark,Low,1,35.95,3.285,78.525,8.867,1512,0,0.0,0,0,public_ai4i_target_label_only
public_ai4i_benchmark,2025-01-01 00:56:00,AI4I-57,Public AI4I Machine,Public Benchmark,Low,1,35.95,3.478,79.967,8.765,1477,0,0.0,0,0,public_ai4i_target_label_only
public_ai4i_benchmark,2025-01-01 00:57:00,AI4I-58,Public AI4I Machine,Public Benchmark,Low,1,35.95,3.276,78.558,8.874,1513,0,0.0,0,0,public_ai4i_target_label_only
public_ai4i_benchmark,2025-01-01 00:58:00,AI4I-59,Public AI4I Machine,Public Benchmark,Medium,2,35.85,3.99,70.625,8.288,1661,0,0.0,0,0,public_ai4i_target_label_only
public_ai4i_benchmark,2025-01-01 00:59:00,AI4I-60,Public AI4I Machine,Public Benchmark,Low,1,35.95,4.632,89.55,8.071,1378,1,0.0,0,0,public_ai4i_target_label_only
public_ai4i_benchmark,2025-01-01 01:00:00,AI4I-61,Public AI4I Machine,Public Benchmark,Low,1,35.95,4.478,88.367,8.163,1393,0,0.0,0,0,public_ai4i_target_label_only
public_ai4i_benchmark,2025-01-01 01:01:00,AI4I-62,Public AI4I Machine,Public Benchmark,Medium,2,35.85,3.386,77.733,8.744,1592,0,0.0,0,0,public_ai4i_target_label_only
public_ai4i_benchmark,2025-01-01 01:02:00,AI4I-63,Public AI4I Machine,Public Benchmark,Low,1,35.85,4.508,66.508,7.883,1829,0,0.0,0,0,public_ai4i_target_label_only
public_ai4i_benchmark,2025-01-01 01:03:00,AI4I-64,Public AI4I Machine,Public Benchmark,Medium,2,35.85,4.271,68.925,8.042,1812,0,0.0,0,0,public_ai4i_target_label_only
public_ai4i_benchmark,2025-01-01 01:04:00,AI4I-65,Public AI4I Machine,Public Benchmark,Low,1,35.95,3.479,78.7,8.736,1523,1,0.0,0,0,public_ai4i_target_label_only
public_ai4i_benchmark,2025-01-01 01:05:00,AI4I-66,Public AI4I Machine,Public Benchmark,Low,1,35.95,3.927,83.742,8.534,1394,1,0.0,0,0,public_ai4i_target_label_only
public_ai4i_benchmark,2025-01-01 01:06:00,AI4I-67,Public AI4I Machine,Public Benchmark,Medium,2,35.75,4.156,71.608,8.171,1679,1,0.0,0,0,public_ai4i_target_label_only
public_ai4i_benchmark,2025-01-01 01:07:00,AI4I-68,Public AI4I Machine,Public Benchmark,High,3,35.75,3.794,83.408,8.57,1466,1,0.0,0,0,public_ai4i_target_label_only
public_ai4i_benchmark,2025-01-01 01:08:00,AI4I-69,Public AI4I Machine,Public Benchmark,Low,1,35.75,4.066,75.05,8.345,1527,1,0.0,0,0,public_ai4i_target_label_only
public_ai4i_benchmark,2025-01-01 01:09:00,AI4I-70,Public AI4I Machine,Public Benchmark,Low,1,35.85,5.7,100.192,7.343,1410,2,0.0,0,1,public_ai4i_target_label_only
public_ai4i_benchmark,2025-01-01 01:10:00,AI4I-71,Public AI4I Machine,Public Benchmark,Medium,2,35.85,4.665,68.033,7.785,1924,1,0.0,0,0,public_ai4i_target_label_only
public_ai4i_benchmark,2025-01-01 01:11:00,AI4I-72,Public AI4I Machine,Public Benchmark,Low,1,35.95,4.002,85.458,8.446,1452,1,0.0,0,0,public_ai4i_target_label_only
public_ai4i_benchmark,2025-01-01 01:12:00,AI4I-73,Public AI4I Machine,Public Benchmark,Low,1,35.95,4.015,84.8,8.5,1369,1,0.0,0,0,public_ai4i_target_label_only
public_ai4i_benchmark,2025-01-01 01:13:00,AI4I-74,Public AI4I Machine,Public Benchmark,Low,1,35.95,3.846,77.917,8.447,1592,1,0.0,0,0,public_ai4i_target_label_only
public_ai4i_benchmark,2025-01-01 01:14:00,AI4I-75,Public AI4I Machine,Public Benchmark,Low,1,35.85,4.074,76.058,8.29,1601,1,0.0,0,0,public_ai4i_target_label_only
public_ai4i_benchmark,2025-01-01 01:15:00,AI4I-76,Public AI4I Machine,Public Benchmark,Low,1,35.75,4.233,87.025,8.349,1379,1,0.0,0,0,public_ai4i_target_label_only
public_ai4i_benchmark,2025-01-01 01:16:00,AI4I-77,Public AI4I Machine,Public Benchmark,Low,1,35.75,4.254,88.092,8.274,1461,1,0.0,0,0,public_ai4i_target_label_only
public_ai4i_benchmark,2025-01-01 01:17:00,AI4I-78,Public AI4I Machine,Public Benchmark,Low,1,35.75,3.723,83.308,8.633,1455,1,0.0,0,1,public_ai4i_target_label_only
public_ai4i_benchmark,2025-01-01 01:18:00,AI4I-79,Public AI4I Machine,Public Benchmark,Low,1,35.75,3.337,73.625,8.867,1398,0,0.0,0,0,public_ai4i_target_label_only
public_ai4i_benchmark,2025-01-01 01:19:00,AI4I-80,Public AI4I Machine,Public Benchmark,Low,1,35.75,2.578,63.592,9.37,1402,0,0.0,0,0,public_ai4i_target_label_only
public_ai4i_benchmark,2025-01-01 01:20:00,AI4I-81,Public AI4I Machine,Public Benchmark,High,3,35.65,3.176,72.758,8.94,1445,0,0.0,0,0,public_ai4i_target_label_only
public_ai4i_benchmark,2025-01-01 01:21:00,AI4I-82,Public AI4I Machine,Public Benchmark,Low,1,35.75,3.002,71.375,9.054,1450,0,0.0,0,0,public_ai4i_target_label_only
public_ai4i_benchmark,2025-01-01 01:22:00,AI4I-83,Public AI4I Machine,Public Benchmark,Low,1,35.75,2.453,66.517,9.419,1453,0,0.0,0,0,public_ai4i_target_label_only
public_ai4i_benchmark,2025-01-01 01:23:00,AI4I-84,Public AI4I Machine,Public Benchmark,Low,1,35.85,2.389,66.158,9.45,1469,0,0.0,0,0,public_ai4i_target_label_only
public_ai4i_benchmark,2025-01-01 01:24:00,AI4I-85,Public AI4I Machine,Public Benchmark,Low,1,35.75,3.079,71.95,9.026,1422,0,0.0,0,0,public_ai4i_target_label_only
public_ai4i_benchmark,2025-01-01 01:25:00,AI4I-86,Public AI4I Machine,Public Benchmark,Medium,2,35.85,3.215,56.517,8.696,1804,0,0.0,0,0,public_ai4i_target_label_only
public_ai4i_benchmark,2025-01-01 01:26:00,AI4I-87,Public AI4I Machine,Public Benchmark,High,3,35.85,2.786,69.592,9.212,1436,0,0.0,0,0,public_ai4i_target_label_only
public_ai4i_benchmark,2025-01-01 01:27:00,AI4I-88,Public AI4I Machine,Public Benchmark,Low,1,35.85,3.072,60.933,8.943,1544,0,0.0,0,0,public_ai4i_target_label_only
public_ai4i_benchmark,2025-01-01 01:28:00,AI4I-89,Public AI4I Machine,Public Benchmark,Medium,2,35.85,2.957,71.15,9.113,1419,0,0.0,0,0,public_ai4i_target_label_only
public_ai4i_benchmark,2025-01-01 01:29:00,AI4I-90,Public AI4I Machine,Public Benchmark,Medium,2,35.75,2.525,67.125,9.351,1487,0,0.0,0,0,public_ai4i_target_label_only
public_ai4i_benchmark,2025-01-01 01:30:00,AI4I-91,Public AI4I Machine,Public Benchmark,Low,1,35.75,3.398,57.1,8.579,1753,0,0.0,0,0,public_ai4i_target_label_only
public_ai4i_benchmark,2025-01-01 01:31:00,AI4I-92,Public AI4I Machine,Public Benchmark,Low,1,35.75,3.485,56.592,8.521,1830,0,0.0,0,0,public_ai4i_target_label_only
public_ai4i_benchmark,2025-01-01 01:32:00,AI4I-93,Public AI4I Machine,Public Benchmark,Medium,2,35.75,3.336,58.408,8.635,1727,0,0.0,0,0,public_ai4i_target_label_only
public_ai4i_benchmark,2025-01-01 01:33:00,AI4I-94,Public AI4I Machine,Public Benchmark,Low,1,35.85,2.821,70.583,9.185,1450,0,0.0,0,0,public_ai4i_target_label_only
public_ai4i_benchmark,2025-01-01 01:34:00,AI4I-95,Public AI4I Machine,Public Benchmark,Low,1,35.75,3.084,62.425,8.883,1622,0,0.0,0,0,public_ai4i_target_label_only
public_ai4i_benchmark,2025-01-01 01:35:00,AI4I-96,Public AI4I Machine,Public Benchmark,Medium,2,35.85,3.722,77.817,8.659,1351,1,0.0,0,0,public_ai4i_target_label_only
public_ai4i_benchmark,2025-01-01 01:36:00,AI4I-97,Public AI4I Machine,Public Benchmark,Medium,2,35.85,2.884,65.392,9.053,1575,0,0.0,0,0,public_ai4i_target_label_only
public_ai4i_benchmark,2025-01-01 01:37:00,AI4I-98,Public AI4I Machine,Public Benchmark,Medium,2,35.75,3.162,61.592,8.741,1750,0,0.0,0,0,public_ai4i_target_label_only
public_ai4i_benchmark,2025-01-01 01:38:00,AI4I-99,Public AI4I Machine,Public Benchmark,Low,1,35.65,3.189,63.942,8.885,1529,0,0.0,0,0,public_ai4i_target_label_only
public_ai4i_benchmark,2025-01-01 01:39:00,AI4I-100,Public AI4I Machine,Public Benchmark,Low,1,35.65,2.95,72.883,9.05,1523,0,0.0,0,0,public_ai4i_target_label_only
public_ai4i_benchmark,2025-01-01 01:40:00,AI4I-101,Public AI4I Machine,Public Benchmark,Low,1,35.75,3.615,58.5,8.442,1852,0,0.0,0,0,public_ai4i_target_label_only
public_ai4i_benchmark,2025-01-01 01:41:00,AI4I-102,Public AI4I Machine,Public Benchmark,Low,1,35.65,3.985,55.442,8.195,1991,0,0.0,0,0,public_ai4i_target_label_only
public_ai4i_benchmark,2025-01-01 01:42:00,AI4I-103,Public AI4I Machine,Public Benchmark,Low,1,35.65,2.635,70.533,9.238,1555,0,0.0,0,0,public_ai4i_target_label_only
public_ai4i_benchmark,2025-01-01 01:43:00,AI4I-104,Public AI4I Machine,Public Benchmark,Medium,2,35.65,2.766,70.625,9.235,1441,0,0.0,0,0,public_ai4i_target_label_only
public_ai4i_benchmark,2025-01-01 01:44:00,AI4I-105,Public AI4I Machine,Public Benchmark,Low,1,35.55,3.016,73.05,9.063,1450,0,0.0,0,0,public_ai4i_target_label_only
public_ai4i_benchmark,2025-01-01 01:45:00,AI4I-106,Public AI4I Machine,Public Benchmark,Low,1,35.55,3.347,63.992,8.738,1591,0,0.0,0,0,public_ai4i_target_label_only
public_ai4i_benchmark,2025-01-01 01:46:00,AI4I-107,Public AI4I Machine,Public Benchmark,Low,1,35.55,3.472,77.208,8.764,1445,0,0.0,0,0,public_ai4i_target_label_only
public_ai4i_benchmark,2025-01-01 01:47:00,AI4I-108,Public AI4I Machine,Public Benchmark,Medium,2,35.65,3.285,76.1,8.851,1497,0,0.0,0,0,public_ai4i_target_label_only
public_ai4i_benchmark,2025-01-01 01:48:00,AI4I-109,Public AI4I Machine,Public Benchmark,High,3,35.65,3.224,65.775,8.8,1621,0,0.0,0,0,public_ai4i_target_label_only
public_ai4i_benchmark,2025-01-01 01:49:00,AI4I-110,Public AI4I Machine,Public Benchmark,Low,1,35.55,3.193,67.242,8.859,1572,0,0.0,0,0,public_ai4i_target_label_only
public_ai4i_benchmark,2025-01-01 01:50:00,AI4I-111,Public AI4I Machine,Public Benchmark,Low,1,35.45,3.979,58.708,8.207,1872,0,0.0,0,0,public_ai4i_target_label_only
public_ai4i_benchmark,2025-01-01 01:51:00,AI4I-112,Public AI4I Machine,Public Benchmark,High,3,35.45,3.083,74.625,8.988,1499,0,0.0,0,0,public_ai4i_target_label_only
public_ai4i_benchmark,2025-01-01 01:52:00,AI4I-113,Public AI4I Machine,Public Benchmark,Medium,2,35.55,2.882,72.042,9.124,1498,0,0.0,0,0,public_ai4i_target_label_only
public_ai4i_benchmark,2025-01-01 01:53:00,AI4I-114,Public AI4I Machine,Public Benchmark,Medium,2,35.45,3.014,74.092,9.046,1486,0,0.0,0,0,public_ai4i_target_label_only
public_ai4i_benchmark,2025-01-01 01:54:00,AI4I-115,Public AI4I Machine,Public Benchmark,Low,1,35.45,3.559,64.967,8.54,1680,0,0.0,0,0,public_ai4i_target_label_only
public_ai4i_benchmark,2025-01-01 01:55:00,AI4I-116,Public AI4I Machine,Public Benchmark,Low,1,35.45,3.423,77.358,8.816,1431,0,0.0,0,0,public_ai4i_target_label_only
public_ai4i_benchmark,2025-01-01 01:56:00,AI4I-117,Public AI4I Machine,Public Benchmark,Low,1,35.55,3.321,68.825,8.786,1564,0,0.0,0,0,public_ai4i_target_label_only
public_ai4i_benchmark,2025-01-01 01:57:00,AI4I-118,Public AI4I Machine,Public Benchmark,Low,1,35.45,3.386,68.167,8.717,1599,0,0.0,0,0,public_ai4i_target_label_only
public_ai4i_benchmark,2025-01-01 01:58:00,AI4I-119,Public AI4I Machine,Public Benchmark,Medium,2,35.45,3.687,64.658,8.437,1707,0,0.0,0,0,public_ai4i_target_label_only
public_ai4i_benchmark,2025-01-01 01:59:00,AI4I-120,Public AI4I Machine,Public Benchmark,Low,1,35.35,3.023,74.358,9.059,1467,0,0.0,0,0,public_ai4i_target_label_only
public_ai4i_benchmark,2025-01-01 02:00:00,AI4I-121,Public AI4I Machine,Public Benchmark,Low,1,35.55,3.406,77.525,8.829,1433,0,0.0,0,0,public_ai4i_target_label_only
public_ai4i_benchmark,2025-01-01 02:01:00,AI4I-122,Public AI4I Machine,Public Benchmark,Low,1,35.55,2.988,75.067,9.016,1558,0,0.0,0,0,public_ai4i_target_label_only
public_ai4i_benchmark,2025-01-01 02:02:00,AI4I-123,Public AI4I Machine,Public Benchmark,Low,1,35.65,4.068,82.358,8.48,1310,1,0.0,0,0,public_ai4i_target_label_only
public_ai4i_benchmark,2025-01-01 02:03:00,AI4I-124,Public AI4I Machine,Public Benchmark,Low,1,35.55,3.21,77.05,8.878,1546,0,0.0,0,0,public_ai4i_target_label_only
public_ai4i_benchmark,2025-01-01 02:04:00,AI4I-125,Public AI4I Machine,Public Benchmark,Low,1,35.55,3.638,66.717,8.459,1727,0,0.0,0,0,public_ai4i_target_label_only
public_ai4i_benchmark,2025-01-01 02:05:00,AI4I-126,Public AI4I Machine,Public Benchmark,Low,1,35.45,3.602,68.983,8.607,1560,0,0.0,0,0,public_ai4i_target_label_only
public_ai4i_benchmark,2025-01-01 02:06:00,AI4I-127,Public AI4I Machine,Public Benchmark,Low,1,35.45,4.913,90.375,7.905,1329,2,0.0,0,0,public_ai4i_target_label_only
public_ai4i_benchmark,2025-01-01 02:07:00,AI4I-128,Public AI4I Machine,Public Benchmark,Low,1,35.45,3.666,80.042,8.675,1413,0,0.0,0,0,public_ai4i_target_label_only
public_ai4i_benchmark,2025-01-01 02:08:00,AI4I-129,Public AI4I Machine,Public Benchmark,Low,1,35.45,3.077,74.283,8.94,1587,0,0.0,0,0,public_ai4i_target_label_only
public_ai4i_benchmark,2025-01-01 02:09:00,AI4I-130,Public AI4I Machine,Public Benchmark,Low,1,35.35,3.479,71.225,8.693,1559,0,0.0,0,0,public_ai4i_target_label_only
public_ai4i_benchmark,2025-01-01 02:10:00,AI4I-131,Public AI4I Machine,Public Benchmark,Low,1,35.25,3.187,76.492,8.952,1473,0,0.0,0,0,public_ai4i_target_label_only
public_ai4i_benchmark,2025-01-01 02:11:00,AI4I-132,Public AI4I Machine,Public Benchmark,Low,1,35.25,3.856,66.608,8.311,1737,0,0.0,0,0,public_ai4i_target_label_only
public_ai4i_benchmark,2025-01-01 02:12:00,AI4I-133,Public AI4I Machine,Public Benchmark,Medium,2,35.25,3.422,78.4,8.82,1441,0,0.0,0,0,public_ai4i_target_label_only
public_ai4i_benchmark,2025-01-01 02:13:00,AI4I-134,Public AI4I Machine,Public Benchmark,Medium,2,35.25,3.987,83.45,8.453,1430,0,0.0,0,0,public_ai4i_target_label_only
public_ai4i_benchmark,2025-01-01 02:14:00,AI4I-135,Public AI4I Machine,Public Benchmark,Low,1,35.25,4.356,86.25,8.253,1369,1,0.0,0,0,public_ai4i_target_label_only
public_ai4i_benchmark,2025-01-01 02:15:00,AI4I-136,Public AI4I Machine,Public Benchmark,Medium,2,35.35,3.881,68.042,8.317,1711,0,0.0,0,0,public_ai4i_target_label_only
public_ai4i_benchmark,2025-01-01 02:16:00,AI4I-137,Public AI4I Machine,Public Benchmark,High,3,35.35,3.723,81.192,8.639,1420,0,0.0,0,0,public_ai4i_target_label_only
public_ai4i_benchmark,2025-01-01 02:17:00,AI4I-138,Public AI4I Machine,Public Benchmark,Low,1,35.45,4.691,88.808,8.086,1297,2,0.0,0,0,public_ai4i_target_label_only
public_ai4i_benchmark,2025-01-01 02:18:00,AI4I-139,Public AI4I Machine,Public Benchmark,High,3,35.45,4.042,84.55,8.406,1449,0,0.0,0,0,public_ai4i_target_label_only
public_ai4i_benchmark,2025-01-01 02:19:00,AI4I-140,Public AI4I Machine,Public Benchmark,Low,1,35.45,4.808,89.767,8.032,1268,2,0.0,0,0,public_ai4i_target_label_only
public_ai4i_benchmark,2025-01-01 02:20:00,AI4I-141,Public AI4I Machine,Public Benchmark,Low,1,35.45,3.576,75.158,8.674,1511,0,0.0,0,0,public_ai4i_target_label_only
public_ai4i_benchmark,2025-01-01 02:21:00,AI4I-142,Public AI4I Machine,Public Benchmark,Low,1,35.35,3.627,74.65,8.616,1544,0,0.0,0,0,public_ai4i_target_label_only
