source,timestamp,asset_id,asset_type,area,criticality,criticality_score,temperature,vibration,current,pressure,rpm,alarm_count,delay_hours,spare_lead_time_days,failure_label,failure_mode
steel_demo_app,2026-05-10 13:00:00,MTR-204,Induction Motor,Hot Strip Mill,High,3,58.731,2.035,47.274,9.405,1470.433,0,0.0,5,0,normal
steel_demo_app,2026-05-10 14:00:00,MTR-204,Induction Motor,Hot Strip Mill,High,3,58.779,2.083,48.025,9.62,1483.572,0,0.0,5,0,normal
steel_demo_app,2026-05-10 15:00:00,MTR-204,Induction Motor,Hot Strip Mill,High,3,59.065,2.175,47.153,9.48,1466.501,0,0.0,5,0,normal
steel_demo_app,2026-05-10 16:00:00,MTR-204,Induction Motor,Hot Strip Mill,High,3,55.685,1.869,46.006,9.6,1472.756,0,0.0,5,0,normal
steel_demo_app,2026-05-10 17:00:00,MTR-204,Induction Motor,Hot Strip Mill,High,3,57.395,2.525,47.287,9.684,1472.531,0,0.0,5,0,normal
steel_demo_app,2026-05-10 18:00:00,MTR-204,Induction Motor,Hot Strip Mill,High,3,57.671,1.962,47.322,9.71,1466.181,0,0.0,5,0,normal
steel_demo_app,2026-05-10 19:00:00,MTR-204,Induction Motor,Hot Strip Mill,High,3,58.695,2.259,46.812,9.138,1480.577,0,0.0,5,0,normal
steel_demo_app,2026-05-10 20:00:00,MTR-204,Induction Motor,Hot Strip Mill,High,3,57.153,2.258,48.044,9.9,1478.085,0,0.0,5,0,normal
steel_demo_app,2026-05-10 21:00:00,MTR-204,Induction Motor,Hot Strip Mill,High,3,56.362,2.245,48.44,9.84,1486.681,0,0.0,5,0,normal
steel_demo_app,2026-05-10 22:00:00,MTR-204,Induction Motor,Hot Strip Mill,High,3,58.571,2.566,45.622,9.34,1472.587,0,0.0,5,0,normal
steel_demo_app,2026-05-10 23:00:00,MTR-204,Induction Motor,Hot Strip Mill,High,3,57.376,1.856,49.27,9.444,1468.234,0,0.0,5,0,normal
steel_demo_app,2026-05-11 00:00:00,MTR-204,Induction Motor,Hot Strip Mill,High,3,56.375,2.278,49.676,9.999,1503.311,0,0.0,5,0,normal
steel_demo_app,2026-05-11 01:00:00,MTR-204,Induction Motor,Hot Strip Mill,High,3,58.663,1.953,43.736,9.567,1473.496,0,0.0,5,0,normal
steel_demo_app,2026-05-11 02:00:00,MTR-204,Induction Motor,Hot Strip Mill,High,3,57.335,2.047,47.718,9.766,1481.256,0,0.0,5,0,normal
steel_demo_app,2026-05-11 03:00:00,MTR-204,Induction Motor,Hot Strip Mill,High,3,57.746,1.941,44.651,9.378,1479.57,0,0.0,5,0,normal
steel_demo_app,2026-05-11 04:00:00,MTR-204,Induction Motor,Hot Strip Mill,High,3,60.829,2.233,49.965,9.375,1470.52,0,0.0,5,0,normal
steel_demo_app,2026-05-11 05:00:00,MTR-204,Induction Motor,Hot Strip Mill,High,3,56.456,2.019,52.257,9.295,1486.708,0,0.0,5,0,normal
steel_demo_app,2026-05-11 06:00:00,MTR-204,Induction Motor,Hot Strip Mill,High,3,56.555,2.433,48.77,9.461,1479.674,0,0.0,5,0,normal
steel_demo_app,2026-05-11 07:00:00,MTR-204,Induction Motor,Hot Strip Mill,High,3,56.952,2.312,47.09,9.194,1469.776,0,0.0,5,0,normal
steel_demo_app,2026-05-11 08:00:00,MTR-204,Induction Motor,Hot Strip Mill,High,3,58.276,2.595,48.32,9.47,1482.287,0,0.0,5,0,normal
steel_demo_app,2026-05-11 09:00:00,MTR-204,Induction Motor,Hot Strip Mill,High,3,60.09,2.255,47.178,9.777,1483.43,0,0.0,5,0,normal
steel_demo_app,2026-05-11 10:00:00,MTR-204,Induction Motor,Hot Strip Mill,High,3,60.457,2.246,45.551,9.158,1493.207,0,0.0,5,0,normal
steel_demo_app,2026-05-11 11:00:00,MTR-204,Induction Motor,Hot Strip Mill,High,3,60.758,2.155,47.234,9.865,1471.144,0,0.0,5,0,normal
steel_demo_app,2026-05-11 12:00:00,MTR-204,Induction Motor,Hot Strip Mill,High,3,56.568,2.361,47.211,9.499,1478.692,0,0.0,5,0,normal
steel_demo_app,2026-05-11 13:00:00,MTR-204,Induction Motor,Hot Strip Mill,High,3,58.54,2.552,48.181,9.661,1463.599,0,0.0,5,0,normal
steel_demo_app,2026-05-11 14:00:00,MTR-204,Induction Motor,Hot Strip Mill,High,3,57.922,1.989,45.562,9.28,1477.327,0,0.0,5,0,normal
steel_demo_app,2026-05-11 15:00:00,MTR-204,Induction Motor,Hot Strip Mill,High,3,59.465,1.868,48.061,9.379,1477.379,0,0.0,5,0,normal
steel_demo_app,2026-05-11 16:00:00,MTR-204,Induction Motor,Hot Strip Mill,High,3,59.604,2.335,50.675,9.461,1474.432,0,0.0,5,0,normal
steel_demo_app,2026-05-11 17:00:00,MTR-204,Induction Motor,Hot Strip Mill,High,3,57.642,2.261,48.353,9.229,1480.724,0,0.0,5,0,normal
steel_demo_app,2026-05-11 18:00:00,MTR-204,Induction Motor,Hot Strip Mill,High,3,58.365,2.829,51.754,9.287,1477.701,0,0.0,5,0,normal
steel_demo_app,2026-05-11 19:00:00,MTR-204,Induction Motor,Hot Strip Mill,High,3,55.658,2.052,48.631,9.801,1474.167,0,0.0,5,0,normal
steel_demo_app,2026-05-11 20:00:00,MTR-204,Induction Motor,Hot Strip Mill,High,3,56.953,1.663,47.675,9.234,1475.764,0,0.0,5,0,normal
steel_demo_app,2026-05-11 21:00:00,MTR-204,Induction Motor,Hot Strip Mill,High,3,56.597,2.176,44.485,9.133,1497.034,0,0.0,5,0,normal
steel_demo_app,2026-05-11 22:00:00,MTR-204,Induction Motor,Hot Strip Mill,High,3,55.94,1.926,51.674,10.226,1470.627,0,0.0,5,0,normal
steel_demo_app,2026-05-11 23:00:00,MTR-204,Induction Motor,Hot Strip Mill,High,3,57.411,2.285,51.457,9.253,1478.038,0,0.0,5,0,normal
steel_demo_app,2026-05-12 00:00:00,MTR-204,Induction Motor,Hot Strip Mill,High,3,59.244,2.309,47.248,9.467,1469.001,0,0.0,5,0,normal
steel_demo_app,2026-05-12 01:00:00,MTR-204,Induction Motor,Hot Strip Mill,High,3,57.619,2.133,48.464,9.361,1483.772,0,0.0,5,0,normal
steel_demo_app,2026-05-12 02:00:00,MTR-204,Induction Motor,Hot Strip Mill,High,3,59.62,2.239,48.704,9.513,1480.001,0,0.0,5,0,normal
steel_demo_app,2026-05-12 03:00:00,MTR-204,Induction Motor,Hot Strip Mill,High,3,56.846,2.279,47.805,10.023,1492.587,0,0.0,5,0,normal
steel_demo_app,2026-05-12 04:00:00,MTR-204,Induction Motor,Hot Strip Mill,High,3,58.617,2.009,45.775,9.798,1482.102,0,0.0,5,0,normal
steel_demo_app,2026-05-12 05:00:00,MTR-204,Induction Motor,Hot Strip Mill,High,3,58.768,1.764,49.855,9.614,1471.117,0,0.0,5,0,normal
steel_demo_app,2026-05-12 06:00:00,MTR-204,Induction Motor,Hot Strip Mill,High,3,57.246,2.266,48.105,9.427,1479.172,0,0.0,5,0,normal
steel_demo_app,2026-05-12 07:00:00,MTR-204,Induction Motor,Hot Strip Mill,High,3,57.597,2.238,50.943,8.858,1478.105,0,0.0,5,0,normal
steel_demo_app,2026-05-12 08:00:00,MTR-204,Induction Motor,Hot Strip Mill,High,3,58.282,2.274,47.256,9.061,1482.624,0,0.0,5,0,normal
steel_demo_app,2026-05-12 09:00:00,MTR-204,Induction Motor,Hot Strip Mill,High,3,60.764,1.817,49.728,9.418,1479.509,0,0.0,5,0,normal
steel_demo_app,2026-05-12 10:00:00,MTR-204,Induction Motor,Hot Strip Mill,High,3,56.315,2.116,50.6,9.646,1493.858,0,0.0,5,0,normal
steel_demo_app,2026-05-12 11:00:00,MTR-204,Induction Motor,Hot Strip Mill,High,3,59.884,2.31,51.488,9.61,1486.624,0,0.0,5,0,normal
steel_demo_app,2026-05-12 12:00:00,MTR-204,Induction Motor,Hot Strip Mill,High,3,57.525,2.217,46.605,9.747,1470.574,0,0.0,5,0,normal
steel_demo_app,2026-05-12 13:00:00,MTR-204,Induction Motor,Hot Strip Mill,High,3,59.252,2.152,50.342,9.688,1494.565,0,0.0,5,0,normal
steel_demo_app,2026-05-12 14:00:00,MTR-204,Induction Motor,Hot Strip Mill,High,3,59.169,1.807,47.866,9.207,1475.854,0,0.0,5,0,normal
steel_demo_app,2026-05-12 15:00:00,MTR-204,Induction Motor,Hot Strip Mill,High,3,60.418,2.359,46.602,9.247,1480.262,0,0.0,5,0,normal
steel_demo_app,2026-05-12 16:00:00,MTR-204,Induction Motor,Hot Strip Mill,High,3,56.054,2.032,48.624,9.789,1484.87,0,0.0,5,0,normal
steel_demo_app,2026-05-12 17:00:00,MTR-204,Induction Motor,Hot Strip Mill,High,3,54.334,2.276,48.144,9.603,1492.93,0,0.0,5,0,normal
steel_demo_app,2026-05-12 18:00:00,MTR-204,Induction Motor,Hot Strip Mill,High,3,54.699,2.052,49.182,9.105,1491.808,0,0.0,5,0,normal
steel_demo_app,2026-05-12 19:00:00,MTR-204,Induction Motor,Hot Strip Mill,High,3,58.589,2.412,46.858,9.703,1488.548,0,0.0,5,0,normal
steel_demo_app,2026-05-12 20:00:00,MTR-204,Induction Motor,Hot Strip Mill,High,3,58.373,2.259,48.541,9.284,1478.82,0,0.0,5,0,normal
steel_demo_app,2026-05-12 21:00:00,MTR-204,Induction Motor,Hot Strip Mill,High,3,57.756,2.296,50.0,9.235,1479.0,0,0.0,5,0,normal
steel_demo_app,2026-05-12 22:00:00,MTR-204,Induction Motor,Hot Strip Mill,High,3,60.37,2.014,46.355,9.551,1486.755,0,0.0,5,0,normal
steel_demo_app,2026-05-12 23:00:00,MTR-204,Induction Motor,Hot Strip Mill,High,3,58.018,2.532,49.714,9.71,1484.433,0,0.0,5,0,normal
steel_demo_app,2026-05-13 00:00:00,MTR-204,Induction Motor,Hot Strip Mill,High,3,61.724,2.149,43.993,9.901,1476.338,0,0.0,5,0,normal
steel_demo_app,2026-05-13 01:00:00,MTR-204,Induction Motor,Hot Strip Mill,High,3,58.173,2.527,44.795,9.187,1467.19,0,0.0,5,0,normal
steel_demo_app,2026-05-13 02:00:00,MTR-204,Induction Motor,Hot Strip Mill,High,3,56.729,2.31,49.048,9.569,1468.698,0,0.0,5,0,normal
steel_demo_app,2026-05-13 03:00:00,MTR-204,Induction Motor,Hot Strip Mill,High,3,54.304,2.214,47.056,9.615,1485.616,0,0.0,5,0,normal
steel_demo_app,2026-05-13 04:00:00,MTR-204,Induction Motor,Hot Strip Mill,High,3,58.221,2.39,48.458,9.633,1474.363,0,0.0,5,0,normal
steel_demo_app,2026-05-13 05:00:00,MTR-204,Induction Motor,Hot Strip Mill,High,3,57.713,2.249,49.641,9.402,1484.169,0,0.0,5,0,normal
steel_demo_app,2026-05-13 06:00:00,MTR-204,Induction Motor,Hot Strip Mill,High,3,57.575,2.171,49.659,9.002,1469.628,0,0.0,5,0,normal
steel_demo_app,2026-05-13 07:00:00,MTR-204,Induction Motor,Hot Strip Mill,High,3,55.629,1.617,46.643,9.687,1477.721,0,0.0,5,0,normal
steel_demo_app,2026-05-13 08:00:00,MTR-204,Induction Motor,Hot Strip Mill,High,3,58.316,2.472,50.655,9.483,1490.829,0,0.0,5,0,normal
steel_demo_app,2026-05-13 09:00:00,MTR-204,Induction Motor,Hot Strip Mill,High,3,58.147,1.991,46.811,9.13,1472.895,0,0.0,5,0,normal
steel_demo_app,2026-05-13 10:00:00,MTR-204,Induction Motor,Hot Strip Mill,High,3,57.427,2.401,51.442,9.154,1483.143,0,0.0,5,0,normal
steel_demo_app,2026-05-13 11:00:00,MTR-204,Induction Motor,Hot Strip Mill,High,3,56.335,2.319,47.738,9.042,1487.426,0,0.0,5,0,normal
steel_demo_app,2026-05-13 12:00:00,MTR-204,Induction Motor,Hot Strip Mill,High,3,57.032,2.067,45.86,9.336,1483.423,0,0.0,5,0,normal
steel_demo_app,2026-05-13 13:00:00,MTR-204,Induction Motor,Hot Strip Mill,High,3,57.697,2.282,48.724,9.83,1477.258,0,0.0,5,0,normal
steel_demo_app,2026-05-13 14:00:00,MTR-204,Induction Motor,Hot Strip Mill,High,3,55.637,2.467,47.337,9.779,1483.067,0,0.0,5,0,normal
steel_demo_app,2026-05-13 15:00:00,MTR-204,Induction Motor,Hot Strip Mill,High,3,57.79,2.287,51.902,10.019,1480.555,0,0.0,5,0,normal
steel_demo_app,2026-05-13 16:00:00,MTR-204,Induction Motor,Hot Strip Mill,High,3,58.256,2.469,46.309,9.583,1479.793,0,0.0,5,0,normal
steel_demo_app,2026-05-13 17:00:00,MTR-204,Induction Motor,Hot Strip Mill,High,3,58.502,1.992,44.821,8.982,1471.061,0,0.0,5,0,normal
steel_demo_app,2026-05-13 18:00:00,MTR-204,Induction Motor,Hot Strip Mill,High,3,57.266,2.127,51.874,9.776,1472.303,0,0.0,5,0,normal
steel_demo_app,2026-05-13 19:00:00,MTR-204,Induction Motor,Hot Strip Mill,High,3,58.556,2.098,47.431,9.546,1484.953,0,0.0,5,0,normal
steel_demo_app,2026-05-13 20:00:00,MTR-204,Induction Motor,Hot Strip Mill,High,3,57.457,2.466,45.716,9.502,1500.781,0,0.0,5,0,normal
steel_demo_app,2026-05-13 21:00:00,MTR-204,Induction Motor,Hot Strip Mill,High,3,58.357,2.558,48.183,9.645,1479.546,0,0.0,5,0,normal
steel_demo_app,2026-05-13 22:00:00,MTR-204,Induction Motor,Hot Strip Mill,High,3,57.727,2.005,48.861,9.287,1485.325,0,0.0,5,0,normal
steel_demo_app,2026-05-13 23:00:00,MTR-204,Induction Motor,Hot Strip Mill,High,3,59.736,2.292,47.428,9.613,1477.531,0,0.0,5,0,normal
steel_demo_app,2026-05-14 00:00:00,MTR-204,Induction Motor,Hot Strip Mill,High,3,59.497,1.742,47.329,9.002,1468.04,0,0.0,5,0,normal
steel_demo_app,2026-05-14 01:00:00,MTR-204,Induction Motor,Hot Strip Mill,High,3,60.182,2.424,46.561,9.124,1456.284,0,0.0,5,0,normal
steel_demo_app,2026-05-14 02:00:00,MTR-204,Induction Motor,Hot Strip Mill,High,3,57.13,2.805,48.87,9.36,1483.721,0,0.0,5,0,normal
steel_demo_app,2026-05-14 03:00:00,MTR-204,Induction Motor,Hot Strip Mill,High,3,55.502,2.126,48.199,9.478,1486.326,0,0.0,5,0,normal
steel_demo_app,2026-05-14 04:00:00,MTR-204,Induction Motor,Hot Strip Mill,High,3,58.551,2.367,46.623,9.724,1493.031,0,0.0,5,0,normal
steel_demo_app,2026-05-14 05:00:00,MTR-204,Induction Motor,Hot Strip Mill,High,3,56.448,1.978,50.672,9.452,1491.231,0,0.0,5,0,normal
steel_demo_app,2026-05-14 06:00:00,MTR-204,Induction Motor,Hot Strip Mill,High,3,57.292,2.564,48.263,9.565,1492.518,0,0.0,5,0,normal
steel_demo_app,2026-05-14 07:00:00,MTR-204,Induction Motor,Hot Strip Mill,High,3,57.421,1.965,47.103,9.613,1467.474,0,0.0,5,0,normal
steel_demo_app,2026-05-14 08:00:00,MTR-204,Induction Motor,Hot Strip Mill,High,3,59.02,2.065,50.296,8.901,1473.707,0,0.0,5,0,normal
steel_demo_app,2026-05-14 09:00:00,MTR-204,Induction Motor,Hot Strip Mill,High,3,55.302,1.993,48.495,9.455,1477.973,0,0.0,5,0,normal
steel_demo_app,2026-05-14 10:00:00,MTR-204,Induction Motor,Hot Strip Mill,High,3,57.745,2.251,45.983,9.677,1485.301,0,0.0,5,0,normal
steel_demo_app,2026-05-14 11:00:00,MTR-204,Induction Motor,Hot Strip Mill,High,3,58.616,2.339,48.593,10.009,1479.303,0,0.0,5,0,normal
steel_demo_app,2026-05-14 12:00:00,MTR-204,Induction Motor,Hot Strip Mill,High,3,57.509,2.012,45.935,9.189,1472.89,0,0.0,5,0,normal
steel_demo_app,2026-05-14 13:00:00,MTR-204,Induction Motor,Hot Strip Mill,High,3,57.887,2.284,48.102,9.309,1487.201,0,0.0,5,0,normal
steel_demo_app,2026-05-14 14:00:00,MTR-204,Induction Motor,Hot Strip Mill,High,3,59.183,2.16,46.694,9.637,1481.504,0,0.0,5,0,normal
steel_demo_app,2026-05-14 15:00:00,MTR-204,Induction Motor,Hot Strip Mill,High,3,55.683,2.183,48.524,9.275,1481.519,0,0.0,5,0,normal
steel_demo_app,2026-05-14 16:00:00,MTR-204,Induction Motor,Hot Strip Mill,High,3,55.672,2.534,50.496,9.437,1482.908,0,0.0,5,0,normal
steel_demo_app,2026-05-14 17:00:00,MTR-204,Induction Motor,Hot Strip Mill,High,3,54.144,1.911,47.412,9.232,1485.715,0,0.0,5,0,normal
steel_demo_app,2026-05-14 18:00:00,MTR-204,Induction Motor,Hot Strip Mill,High,3,61.196,1.906,46.325,9.559,1492.889,0,0.0,5,0,normal
steel_demo_app,2026-05-14 19:00:00,MTR-204,Induction Motor,Hot Strip Mill,High,3,56.044,2.262,51.643,9.087,1469.751,0,0.0,5,0,normal
steel_demo_app,2026-05-14 20:00:00,MTR-204,Induction Motor,Hot Strip Mill,High,3,57.322,2.07,49.625,9.56,1465.8,0,0.0,5,0,normal
steel_demo_app,2026-05-14 21:00:00,MTR-204,Induction Motor,Hot Strip Mill,High,3,58.825,2.056,50.549,9.343,1474.907,0,0.0,5,0,normal
steel_demo_app,2026-05-14 22:00:00,MTR-204,Induction Motor,Hot Strip Mill,High,3,58.866,2.391,48.896,9.079,1484.304,0,0.0,5,0,normal
steel_demo_app,2026-05-14 23:00:00,MTR-204,Induction Motor,Hot Strip Mill,High,3,56.345,2.259,45.153,9.612,1473.547,0,0.0,5,0,normal
steel_demo_app,2026-05-15 00:00:00,MTR-204,Induction Motor,Hot Strip Mill,High,3,55.948,2.378,48.483,9.347,1491.609,0,0.0,5,0,normal
steel_demo_app,2026-05-15 01:00:00,MTR-204,Induction Motor,Hot Strip Mill,High,3,57.295,2.208,48.538,9.345,1483.769,0,0.0,5,0,normal
steel_demo_app,2026-05-15 02:00:00,MTR-204,Induction Motor,Hot Strip Mill,High,3,57.146,2.097,50.725,9.24,1460.698,0,0.0,5,0,normal
steel_demo_app,2026-05-15 03:00:00,MTR-204,Induction Motor,Hot Strip Mill,High,3,60.577,2.837,47.189,9.016,1477.516,0,0.0,5,0,normal
steel_demo_app,2026-05-15 04:00:00,MTR-204,Induction Motor,Hot Strip Mill,High,3,57.542,2.153,45.773,9.645,1484.196,0,0.0,5,0,normal
steel_demo_app,2026-05-15 05:00:00,MTR-204,Induction Motor,Hot Strip Mill,High,3,55.609,2.375,52.105,9.543,1477.301,0,0.0,5,0,normal
steel_demo_app,2026-05-15 06:00:00,MTR-204,Induction Motor,Hot Strip Mill,High,3,57.773,2.354,44.539,9.541,1476.876,0,0.0,5,0,normal
steel_demo_app,2026-05-15 07:00:00,MTR-204,Induction Motor,Hot Strip Mill,High,3,60.957,2.156,51.336,9.224,1484.698,0,0.0,5,0,normal
steel_demo_app,2026-05-15 08:00:00,MTR-204,Induction Motor,Hot Strip Mill,High,3,58.511,1.983,48.355,9.803,1477.41,0,0.0,5,0,normal
steel_demo_app,2026-05-15 09:00:00,MTR-204,Induction Motor,Hot Strip Mill,High,3,55.293,2.196,46.195,9.414,1479.347,0,0.0,5,0,normal
steel_demo_app,2026-05-15 10:00:00,MTR-204,Induction Motor,Hot Strip Mill,High,3,55.271,1.796,48.964,9.369,1459.482,0,0.0,5,0,normal
steel_demo_app,2026-05-15 11:00:00,MTR-204,Induction Motor,Hot Strip Mill,High,3,59.256,2.268,46.572,9.171,1486.686,0,0.0,5,0,normal
steel_demo_app,2026-05-15 12:00:00,MTR-204,Induction Motor,Hot Strip Mill,High,3,58.559,2.796,48.84,9.597,1478.665,0,0.0,5,0,normal
steel_demo_app,2026-05-15 13:00:00,MTR-204,Induction Motor,Hot Strip Mill,High,3,59.307,2.356,50.503,9.37,1476.517,0,0.0,5,0,normal
steel_demo_app,2026-05-15 14:00:00,MTR-204,Induction Motor,Hot Strip Mill,High,3,57.233,2.398,50.997,9.385,1476.602,0,0.0,5,0,normal
steel_demo_app,2026-05-15 15:00:00,MTR-204,Induction Motor,Hot Strip Mill,High,3,58.503,2.139,49.904,8.937,1473.386,0,0.0,5,0,normal
steel_demo_app,2026-05-15 16:00:00,MTR-204,Induction Motor,Hot Strip Mill,High,3,56.748,1.62,46.073,9.271,1478.391,0,0.0,5,0,normal
steel_demo_app,2026-05-15 17:00:00,MTR-204,Induction Motor,Hot Strip Mill,High,3,59.781,2.139,45.938,9.486,1488.393,0,0.0,5,0,normal
steel_demo_app,2026-05-15 18:00:00,MTR-204,Induction Motor,Hot Strip Mill,High,3,56.438,1.972,49.117,9.445,1485.18,0,0.0,5,0,normal
steel_demo_app,2026-05-15 19:00:00,MTR-204,Induction Motor,Hot Strip Mill,High,3,57.978,2.375,45.93,9.497,1478.314,0,0.0,5,0,normal
steel_demo_app,2026-05-15 20:00:00,MTR-204,Induction Motor,Hot Strip Mill,High,3,56.055,1.809,49.371,9.412,1471.822,0,0.0,5,0,normal
steel_demo_app,2026-05-15 21:00:00,MTR-204,Induction Motor,Hot Strip Mill,High,3,57.846,2.482,43.439,9.126,1472.617,0,0.0,5,0,normal
steel_demo_app,2026-05-15 22:00:00,MTR-204,Induction Motor,Hot Strip Mill,High,3,60.338,2.271,49.535,9.215,1471.044,0,0.0,5,0,normal
steel_demo_app,2026-05-15 23:00:00,MTR-204,Induction Motor,Hot Strip Mill,High,3,58.717,2.215,49.097,9.453,1482.225,0,0.0,5,0,normal
steel_demo_app,2026-05-16 00:00:00,MTR-204,Induction Motor,Hot Strip Mill,High,3,58.253,2.394,49.614,9.095,1462.022,0,0.0,5,0,normal
steel_demo_app,2026-05-16 01:00:00,MTR-204,Induction Motor,Hot Strip Mill,High,3,59.603,2.497,45.959,9.035,1480.792,0,0.0,5,0,normal
steel_demo_app,2026-05-16 02:00:00,MTR-204,Induction Motor,Hot Strip Mill,High,3,59.489,2.649,49.033,9.407,1472.855,0,0.0,5,0,normal
steel_demo_app,2026-05-16 03:00:00,MTR-204,Induction Motor,Hot Strip Mill,High,3,58.018,2.125,45.97,10.012,1494.281,0,0.0,5,0,normal
steel_demo_app,2026-05-16 04:00:00,MTR-204,Induction Motor,Hot Strip Mill,High,3,59.818,1.97,49.71,9.66,1483.54,0,0.0,5,0,normal
steel_demo_app,2026-05-16 05:00:00,MTR-204,Induction Motor,Hot Strip Mill,High,3,59.999,2.359,49.48,9.659,1482.726,0,0.0,5,0,normal
steel_demo_app,2026-05-16 06:00:00,MTR-204,Induction Motor,Hot Strip Mill,High,3,55.146,2.221,46.888,9.18,1493.455,0,0.0,5,0,normal
steel_demo_app,2026-05-16 07:00:00,MTR-204,Induction Motor,Hot Strip Mill,High,3,60.766,2.54,48.51,9.838,1480.096,0,0.0,5,0,normal
steel_demo_app,2026-05-16 08:00:00,MTR-204,Induction Motor,Hot Strip Mill,High,3,58.324,1.927,48.794,9.515,1469.579,0,0.0,5,0,normal
steel_demo_app,2026-05-16 09:00:00,MTR-204,Induction Motor,Hot Strip Mill,High,3,57.918,2.18,51.595,9.724,1480.092,0,0.0,5,0,normal
steel_demo_app,2026-05-16 10:00:00,MTR-204,Induction Motor,Hot Strip Mill,High,3,58.398,2.211,47.594,9.229,1478.792,0,0.0,5,0,normal
steel_demo_app,2026-05-16 11:00:00,MTR-204,Induction Motor,Hot Strip Mill,High,3,56.806,1.887,49.022,9.598,1465.706,0,0.0,5,0,normal
steel_demo_app,2026-05-16 12:00:00,MTR-204,Induction Motor,Hot Strip Mill,High,3,57.804,2.449,50.118,9.756,1480.311,0,0.0,5,0,normal
steel_demo_app,2026-05-16 13:00:00,MTR-204,Induction Motor,Hot Strip Mill,High,3,56.648,1.929,48.689,9.595,1490.299,0,0.0,5,0,normal
steel_demo_app,2026-05-16 14:00:00,MTR-204,Induction Motor,Hot Strip Mill,High,3,59.76,2.167,45.512,9.42,1481.738,0,0.0,5,0,normal
steel_demo_app,2026-05-16 15:00:00,MTR-204,Induction Motor,Hot Strip Mill,High,3,57.677,2.056,48.506,9.374,1474.975,0,0.0,5,0,normal
steel_demo_app,2026-05-16 16:00:00,MTR-204,Induction Motor,Hot Strip Mill,High,3,58.498,2.1,48.488,9.568,1470.885,0,0.0,5,0,normal
steel_demo_app,2026-05-16 17:00:00,MTR-204,Induction Motor,Hot Strip Mill,High,3,57.23,2.559,45.676,8.971,1465.105,0,0.0,5,0,normal
steel_demo_app,2026-05-16 18:00:00,MTR-204,Induction Motor,Hot Strip Mill,High,3,58.047,2.208,47.765,9.804,1458.617,0,0.0,5,0,normal
steel_demo_app,2026-05-16 19:00:00,MTR-204,Induction Motor,Hot Strip Mill,High,3,58.633,2.59,45.744,9.405,1473.977,0,0.0,5,0,normal
steel_demo_app,2026-05-16 20:00:00,MTR-204,Induction Motor,Hot Strip Mill,High,3,56.569,2.118,50.855,9.959,1477.312,0,0.0,5,0,normal
