source,timestamp,asset_id,asset_type,area,criticality,criticality_score,temperature,vibration,current,pressure,rpm,alarm_count,delay_hours,spare_lead_time_days,failure_label,failure_mode,seq_id,seq_count,seq_pct,failure_in_7d,ml_failure_risk,ml_failure_pred,anomaly_score,is_anomaly,temperature_slope_24h,vibration_slope_24h,pressure_slope_24h,current_slope_24h,anomaly_events_24h,operational_rule_score,hybrid_health_score,hybrid_failure_risk,failure_risk,failure_pred,risk_band,estimated_rul_days
steel_demo_app,2026-05-10 09:00:00,GBX-17,Gearbox,Finishing Mill,Critical,4,52.021,3.141,41.227,10.063,978.987,0,0.0,6,0,normal,12,720,0.016666666666666666,0,0.07269637409082907,1,-0.08401244357728294,0,-0.1459560439560441,0.00781868131868142,-0.0130934065934062,0.18296703296703448,1.0,27.0,18.12133683408731,0.1812,0.1812,0,LOW,35.4
steel_demo_app,2026-05-10 10:00:00,GBX-17,Gearbox,Finishing Mill,Critical,4,49.785,3.003,40.019,9.653,980.821,0,0.0,6,0,normal,13,720,0.018055555555555554,0,0.18156964284831262,1,-0.019912476158137737,0,-0.19182857142857304,0.002450549450549365,-0.022747252747253213,0.09163956043955833,1.0,27.0,23.02063392817407,0.2302,0.2302,0,LOW,32.9
steel_demo_app,2026-05-10 11:00:00,GBX-17,Gearbox,Finishing Mill,Critical,4,52.683,3.184,43.021,9.613,971.834,0,0.0,6,0,normal,14,720,0.019444444444444445,0,0.22640149844058396,1,-0.03273465396299319,0,-0.14439999999999875,0.003425000000000139,-0.029453571428571263,0.10503571428571554,1.0,27.0,25.038067429826278,0.2504,0.2504,0,LOW,31.9
steel_demo_app,2026-05-10 12:00:00,GBX-17,Gearbox,Finishing Mill,Critical,4,54.763,2.633,43.1,9.863,980.478,0,0.0,6,0,normal,15,720,0.020833333333333332,0,0.1428390207415689,1,-0.036657641146457254,0,-0.06359705882352945,-0.0081529411764705,-0.027776470588235222,0.11342500000000093,1.0,27.0,21.277755933370603,0.2128,0.2128,0,LOW,33.8
steel_demo_app,2026-05-10 13:00:00,GBX-17,Gearbox,Finishing Mill,Critical,4,51.113,3.197,42.246,9.91,973.699,0,0.0,6,0,normal,16,720,0.022222222222222223,0,0.07015464706153021,1,-0.07681256663755132,0,-0.07846568627450709,-0.004879901960784296,-0.025159313725489962,0.10021323529411884,1.0,27.0,18.00695911776886,0.1801,0.1801,0,LOW,35.4
steel_demo_app,2026-05-10 14:00:00,GBX-17,Gearbox,Finishing Mill,Critical,4,52.375,2.576,42.769,10.525,988.101,0,0.0,6,0,normal,17,720,0.02361111111111111,0,0.06019486700168926,1,0.00046925482463600066,1,-0.06538286893704742,-0.013392156862745131,-0.012091847265221672,0.09835913312693476,2.0,27.0,17.558769015076017,0.1756,0.1756,0,LOW,35.3
steel_demo_app,2026-05-10 15:00:00,GBX-17,Gearbox,Finishing Mill,Critical,4,53.006,2.97,38.51,9.736,987.697,0,0.0,6,0,normal,18,720,0.025,0,0.152615809428777,1,-0.015093171370972103,0,-0.0450228070175424,-0.013052631578947241,-0.015005263157894785,0.028231578947369305,2.0,27.0,21.71771142429497,0.2172,0.2172,0,LOW,33.2
steel_demo_app,2026-05-10 16:00:00,GBX-17,Gearbox,Finishing Mill,Critical,4,50.894,2.755,41.702,9.788,972.639,0,0.0,6,0,normal,19,720,0.02638888888888889,0,0.1512358742392201,1,-0.05946227999999598,0,-0.05971729323308217,-0.01569022556390982,-0.016170676691729672,0.02233533834586385,2.0,27.0,21.655614340764906,0.2166,0.2166,0,LOW,33.2
steel_demo_app,2026-05-10 17:00:00,GBX-17,Gearbox,Finishing Mill,Critical,4,51.929,2.688,40.666,9.844,983.134,0,0.0,6,0,normal,20,720,0.027777777777777776,0,0.1073003397583069,1,-0.07354134996993505,0,-0.05637792207792147,-0.01830909090909092,-0.016096103896103983,0.004225974025974773,2.0,27.0,19.678515289123812,0.1968,0.1968,0,LOW,34.2
steel_demo_app,2026-05-10 18:00:00,GBX-17,Gearbox,Finishing Mill,Critical,4,51.675,2.937,43.075,9.972,978.33,0,0.0,6,0,normal,21,720,0.029166666666666667,0,0.0540885307982357,1,-0.08237832428602965,0,-0.05621343873517831,-0.017106154714850354,-0.0143314511575381,0.019141163184641655,2.0,27.0,17.28398388592061,0.1728,0.1728,0,LOW,35.4
steel_demo_app,2026-05-10 19:00:00,GBX-17,Gearbox,Finishing Mill,Critical,4,52.659,3.234,41.735,10.016,975.309,0,0.0,6,0,normal,22,720,0.030555555555555555,0,0.1016057022748596,1,-0.08323483997839903,0,-0.044781620553359054,-0.012776679841897245,-0.012354743083003978,0.015716403162055012,2.0,27.0,19.422256602368684,0.1942,0.1942,0,LOW,34.3
steel_demo_app,2026-05-10 20:00:00,GBX-17,Gearbox,Finishing Mill,Critical,4,50.795,3.269,42.801,10.091,981.685,0,0.0,6,0,normal,23,720,0.03194444444444444,0,0.06826608766845912,1,-0.06858358893616945,0,-0.05417130434782592,-0.008965217391304401,-0.00995913043478293,0.023582173913042313,2.0,27.0,17.921973945080662,0.1792,0.1792,0,LOW,35.1
steel_demo_app,2026-05-10 21:00:00,GBX-17,Gearbox,Finishing Mill,Critical,4,52.065,3.244,43.683,10.182,979.395,0,0.0,6,0,normal,24,720,0.03333333333333333,0,0.09778094789229896,1,-0.05745956943074659,0,-0.04316130434782688,0.0016130434782607958,-0.005038260869565319,0.016014347826086156,1.0,27.0,19.250142655153454,0.1925,0.1925,0,LOW,34.9
steel_demo_app,2026-05-10 22:00:00,GBX-17,Gearbox,Finishing Mill,Critical,4,53.942,3.08,43.138,10.056,981.482,0,0.0,6,0,normal,25,720,0.034722222222222224,0,0.08418617476387522,1,-0.061685263758284314,0,-0.01472608695652281,-0.004392608695652289,-0.002749130434782761,0.05527130434782517,1.0,27.0,18.638377864374387,0.1864,0.1864,0,LOW,35.2
steel_demo_app,2026-05-10 23:00:00,GBX-17,Gearbox,Finishing Mill,Critical,4,50.97,3.245,47.122,9.925,980.426,0,0.0,6,0,normal,26,720,0.03611111111111111,0,0.13707953145132404,1,-0.006923623942130086,0,-0.0191743478260882,-0.0059608695652174915,-0.004399565217391495,0.09561173913043415,1.0,27.0,21.018578915309583,0.2102,0.2102,0,LOW,34.0
steel_demo_app,2026-05-11 00:00:00,GBX-17,Gearbox,Finishing Mill,Critical,4,51.375,2.829,44.78,9.865,977.156,0,0.0,6,0,normal,27,720,0.0375,0,0.11434487627984487,1,-0.04376888519118449,0,-0.01459826086956669,-0.004689565217391336,-0.004893913043478377,0.10479086956521605,1.0,27.0,19.99551943259302,0.2,0.2,0,LOW,34.5
steel_demo_app,2026-05-11 01:00:00,GBX-17,Gearbox,Finishing Mill,Critical,4,49.778,2.735,38.925,10.126,996.798,0,0.0,6,0,normal,28,720,0.03888888888888889,0,0.0856191882488332,1,-0.009940666678809107,0,-0.032508695652174464,-0.010770869565217502,-0.001078260869565575,0.04833999999999989,1.0,27.0,18.702863471197496,0.187,0.187,0,LOW,35.2
steel_demo_app,2026-05-11 02:00:00,GBX-17,Gearbox,Finishing Mill,Critical,4,51.487,2.417,43.62,9.855,987.796,0,0.0,6,0,normal,29,720,0.04027777777777778,0,0.07691809940185383,1,-0.040393711613080585,0,-0.005225217391304869,-0.017427826086956602,0.00048086956521715745,0.03929347826086874,1.0,27.0,18.311314473083424,0.1831,0.1831,0,LOW,35.4
steel_demo_app,2026-05-11 03:00:00,GBX-17,Gearbox,Finishing Mill,Critical,4,51.605,2.779,41.68,10.152,978.635,0,0.0,6,0,normal,30,720,0.041666666666666664,0,0.07397396841917177,1,-0.07652130384324146,0,0.006439565217390206,-0.01558521739130441,0.0024143478260864435,0.013336521739129241,1.0,27.0,18.17882857886273,0.1818,0.1818,0,LOW,35.4
steel_demo_app,2026-05-11 04:00:00,GBX-17,Gearbox,Finishing Mill,Critical,4,51.305,2.93,39.711,10.079,969.28,0,0.0,6,0,normal,31,720,0.043055555555555555,0,0.17977936020706833,1,-0.04864524506984319,0,-0.014373478260871006,-0.017210434782608794,0.004246521739130265,0.005859130434781937,1.0,27.0,22.940071209318077,0.2294,0.2294,0,LOW,33.1
steel_demo_app,2026-05-11 05:00:00,GBX-17,Gearbox,Finishing Mill,Critical,4,51.378,3.266,42.545,10.118,979.61,0,0.0,6,0,normal,32,720,0.044444444444444446,0,0.07822068912661327,1,-0.07745095680378683,0,-0.03945608695652275,-0.008157826086956659,0.004527826086956339,0.002890434782607434,1.0,27.0,18.3699310106976,0.1837,0.1837,0,LOW,35.4
steel_demo_app,2026-05-11 06:00:00,GBX-17,Gearbox,Finishing Mill,Critical,4,53.638,3.324,42.803,10.186,984.503,0,0.0,6,0,normal,33,720,0.04583333333333333,0,0.18590865916793795,1,-0.04543976072852335,0,-0.04209608695652272,0.0008265217391303811,0.00964391304347781,-0.004026956521739793,1.0,27.0,23.21588966255721,0.2322,0.2322,0,LOW,32.9
steel_demo_app,2026-05-11 07:00:00,GBX-17,Gearbox,Finishing Mill,Critical,4,51.385,2.53,42.757,10.109,986.543,0,0.0,6,0,normal,34,720,0.04722222222222222,0,0.06877931110392577,1,-0.05261566314575722,0,-0.026260434782608925,-0.002412608695652284,0.012663478260869382,0.011663043478260006,1.0,27.0,17.94506899967666,0.1795,0.1795,0,LOW,35.6
steel_demo_app,2026-05-11 08:00:00,GBX-17,Gearbox,Finishing Mill,Critical,4,50.689,2.683,42.828,9.986,968.685,0,0.0,6,0,normal,35,720,0.04861111111111111,0,0.19207684149921436,1,-0.044662607531508636,0,-0.03156652173913116,-0.005493478260869644,0.010950869565217227,0.049523043478260004,1.0,27.0,23.49345786746465,0.2349,0.2349,0,LOW,32.8
steel_demo_app,2026-05-11 09:00:00,GBX-17,Gearbox,Finishing Mill,Critical,4,52.525,2.352,40.299,10.27,990.949,0,0.0,6,0,normal,36,720,0.05,0,0.07022128256753517,1,-0.012646666983929356,0,-0.022014347826088278,-0.009266086956521776,0.014585217391304136,0.01849086956521606,1.0,27.0,18.009957715539084,0.1801,0.1801,0,LOW,35.5
steel_demo_app,2026-05-11 10:00:00,GBX-17,Gearbox,Finishing Mill,Critical,4,50.298,2.885,42.077,10.356,977.043,0,0.0,6,0,normal,37,720,0.05138888888888889,0,0.1077163499905091,1,-0.035268200006409955,0,-0.059474782608697034,-0.00852260869565225,0.014443043478260689,-0.007084782608696901,1.0,27.0,19.69723574957291,0.197,0.197,0,LOW,34.7
steel_demo_app,2026-05-11 11:00:00,GBX-17,Gearbox,Finishing Mill,Critical,4,51.332,3.542,41.325,10.144,971.137,0,0.0,6,0,normal,38,720,0.05277777777777778,0,0.4956032661862931,1,-0.033903743945008114,0,-0.05554130434782816,0.0008608695652173125,0.011134782608695562,-0.009339565217391883,1.0,27.0,37.15214697838319,0.3715,0.3715,0,MEDIUM,26.0
steel_demo_app,2026-05-11 12:00:00,GBX-17,Gearbox,Finishing Mill,Critical,4,51.76,2.419,40.1,10.168,979.701,0,0.0,6,0,normal,39,720,0.05416666666666667,0,0.07209023470077353,1,-0.04695735282067326,0,-0.023544347826088566,-0.007286086956521837,0.010322173913043244,-0.021510869565218572,1.0,27.0,18.09406056153481,0.1809,0.1809,0,LOW,35.5
steel_demo_app,2026-05-11 13:00:00,GBX-17,Gearbox,Finishing Mill,Critical,4,51.553,2.738,41.603,10.06,985.897,0,0.0,6,0,normal,40,720,0.05555555555555555,0,0.07314741711200787,1,-0.08010247213752997,0,-0.030680000000001293,-0.005926521739130531,0.008675217391303947,-0.02532608695652305,1.0,27.0,18.141633770040357,0.1814,0.1814,0,LOW,35.5
steel_demo_app,2026-05-11 14:00:00,GBX-17,Gearbox,Finishing Mill,Critical,4,48.325,2.709,42.286,9.98,982.42,0,0.0,6,0,normal,41,720,0.05694444444444444,0,0.09191380830227248,1,-0.03257381044709856,0,-0.05676086956521789,-0.011207826086956614,0.012782608695651744,-0.016067391304348057,0.0,27.0,18.986121373602263,0.1899,0.1899,0,LOW,35.5
steel_demo_app,2026-05-11 15:00:00,GBX-17,Gearbox,Finishing Mill,Critical,4,52.375,2.893,41.052,9.951,986.892,0,0.0,6,0,normal,42,720,0.058333333333333334,0,0.07073078338229333,1,-0.08660127175000448,0,-0.03196130434782785,-0.01048217391304355,0.008497826086956359,-0.06502217391304362,0.0,27.0,18.0328852522032,0.1803,0.1803,0,LOW,36.0
steel_demo_app,2026-05-11 16:00:00,GBX-17,Gearbox,Finishing Mill,Critical,4,50.975,2.978,42.33,10.312,978.198,0,0.0,6,0,normal,43,720,0.059722222222222225,0,0.06369068444732175,1,-0.053807643616786194,0,-0.04356956521739209,-0.011176521739130545,0.00820130434782587,-0.06871173913043536,0.0,27.0,17.71608080012948,0.1772,0.1772,0,LOW,36.1
steel_demo_app,2026-05-11 17:00:00,GBX-17,Gearbox,Finishing Mill,Critical,4,53.342,3.431,41.885,9.958,978.026,0,0.0,6,0,normal,44,720,0.06111111111111111,0,0.4660510006915445,1,-0.068919788035334,0,-0.020328260869566215,-0.008263043478260932,0.004517826086956357,-0.08865826086956567,0.0,27.0,35.8222950311195,0.3582,0.3582,0,MEDIUM,27.1
steel_demo_app,2026-05-11 18:00:00,GBX-17,Gearbox,Finishing Mill,Critical,4,51.642,3.299,42.416,10.047,973.249,0,0.0,6,0,normal,45,720,0.0625,0,0.10921179054620568,1,-0.0721594545777271,0,-0.01807652173913217,-0.004609130434782682,0.0030165217391303267,-0.07817000000000082,0.0,27.0,19.764530574579258,0.1976,0.1976,0,LOW,35.1
steel_demo_app,2026-05-11 19:00:00,GBX-17,Gearbox,Finishing Mill,Critical,4,50.646,3.75,41.68,9.845,988.587,0,0.0,6,0,normal,46,720,0.06388888888888888,0,0.3853025657130211,1,-0.012215788434385866,0,-0.015060434782610273,0.0064682608695651326,-9.173913043493619e-05,-0.08903391304347964,0.0,27.0,32.188615457085945,0.3219,0.3219,0,LOW,28.9
steel_demo_app,2026-05-11 20:00:00,GBX-17,Gearbox,Finishing Mill,Critical,4,52.395,3.202,41.752,9.936,978.982,0,0.0,6,0,normal,47,720,0.06527777777777778,0,0.06544992838448468,1,-0.0935524524379871,0,-0.013064782608696156,0.011997391304347783,-0.0013260869565219352,-0.08754304347826172,0.0,27.0,17.795246777301813,0.178,0.178,0,LOW,36.0
steel_demo_app,2026-05-11 21:00:00,GBX-17,Gearbox,Finishing Mill,Critical,4,50.064,2.969,42.533,10.37,980.516,0,0.0,6,0,normal,48,720,0.06666666666666667,0,0.07299313500925929,1,-0.025760835193484766,0,-0.021966086956522753,0.014983043478260813,0.002903478260869434,-0.06774304347826195,0.0,27.0,18.13469107541667,0.1813,0.1813,0,LOW,35.8
steel_demo_app,2026-05-11 22:00:00,GBX-17,Gearbox,Finishing Mill,Critical,4,48.732,2.967,46.931,10.173,975.135,0,0.0,6,0,normal,49,720,0.06805555555555555,0,0.1726728770684614,1,0.02642561867904969,1,-0.022045217391306146,0.016405217391304277,0.003630000000000012,-0.008886956521739823,1.0,27.0,22.620279468080764,0.2262,0.2262,0,LOW,33.1
steel_demo_app,2026-05-11 23:00:00,GBX-17,Gearbox,Finishing Mill,Critical,4,52.828,2.74,39.563,9.93,980.549,0,0.0,6,0,normal,50,720,0.06944444444444445,0,0.07664475893734621,1,-0.06628748540019058,0,-0.008938260869566513,0.017449130434782512,0.00040086956521707707,0.01629521739130421,1.0,27.0,18.299014152180582,0.183,0.183,0,LOW,35.3
steel_demo_app,2026-05-12 00:00:00,GBX-17,Gearbox,Finishing Mill,Critical,4,49.379,2.598,42.019,9.918,982.369,0,0.0,6,0,normal,51,720,0.07083333333333333,0,0.09856199821525065,1,-0.04885911119241548,0,-0.02753478260869654,0.012990434782608687,-0.003604782608695669,0.04715391304347785,1.0,27.0,19.28528991968628,0.1929,0.1929,0,LOW,34.8
steel_demo_app,2026-05-12 01:00:00,GBX-17,Gearbox,Finishing Mill,Critical,4,50.299,3.25,39.869,10.329,969.705,0,0.0,6,0,normal,52,720,0.07222222222222222,0,0.1781960981589182,1,-0.006198626700740673,0,-0.0525543478260874,0.014230869565217337,-0.0007095652173915191,-0.00472782608695752,1.0,27.0,22.86882441715132,0.2287,0.2287,0,LOW,33.0
steel_demo_app,2026-05-12 02:00:00,GBX-17,Gearbox,Finishing Mill,Critical,4,50.47,3.146,44.996,10.063,983.377,0,0.0,6,0,normal,53,720,0.07361111111111111,0,0.11230945752997164,1,-0.0328626293853046,0,-0.057740869565218844,0.010526956521739041,-0.003596521739130719,0.04487217391304269,1.0,27.0,19.903925588848725,0.199,0.199,0,LOW,34.5
steel_demo_app,2026-05-12 03:00:00,GBX-17,Gearbox,Finishing Mill,Critical,4,52.025,2.641,41.118,9.758,972.328,0,0.0,6,0,normal,54,720,0.075,0,0.14290374645235412,1,-0.054905864220482936,0,-0.04521043478260931,0.005073913043478165,-0.006486086956521956,0.033408695652173456,1.0,27.0,21.280668590355937,0.2128,0.2128,0,LOW,33.8
steel_demo_app,2026-05-12 04:00:00,GBX-17,Gearbox,Finishing Mill,Critical,4,52.562,2.607,42.575,9.74,981.778,0,0.0,6,0,normal,55,720,0.0763888888888889,0,0.14639717872736907,1,-0.05777409033360237,0,-0.030936086956521842,0.0010421739130434427,-0.010006521739130752,0.015601739130434264,1.0,27.0,21.43787304273161,0.2144,0.2144,0,LOW,33.8
steel_demo_app,2026-05-12 05:00:00,GBX-17,Gearbox,Finishing Mill,Critical,4,51.316,3.492,42.583,10.247,975.466,0,0.0,6,0,normal,56,720,0.07777777777777778,0,0.3968491981376706,1,-0.03971676489059156,0,-0.02942130434782789,0.00979347826086949,-0.007738260869565304,0.0261886956521728,1.0,27.0,32.70821391619518,0.3271,0.3271,0,LOW,28.1
steel_demo_app,2026-05-12 06:00:00,GBX-17,Gearbox,Finishing Mill,Critical,4,52.079,2.657,41.256,9.948,975.645,0,0.0,6,0,normal,57,720,0.07916666666666666,0,0.07986631767840358,1,-0.081573276942911,0,0.004342608695650901,0.01062869565217386,-0.007833043478261241,0.026276956521737484,1.0,27.0,18.44398429552816,0.1844,0.1844,0,LOW,35.2
steel_demo_app,2026-05-12 07:00:00,GBX-17,Gearbox,Finishing Mill,Critical,4,50.298,2.505,37.788,9.789,983.765,0,0.0,6,0,normal,58,720,0.08055555555555556,0,0.15725503481215208,1,-0.009108684258878785,0,-0.002836956521739552,0.0018934782608695034,-0.010147826086956439,-0.007469565217392015,1.0,27.0,21.926476566546846,0.2193,0.2193,0,LOW,33.5
steel_demo_app,2026-05-12 08:00:00,GBX-17,Gearbox,Finishing Mill,Critical,4,49.762,2.521,45.224,9.873,981.926,0,0.0,6,0,normal,59,720,0.08194444444444444,0,0.09413267384527954,1,-0.011576138944337178,0,-0.02199652173913085,-0.0049969565217392225,-0.012681304347826227,0.03823652173913029,1.0,27.0,19.08597032303758,0.1909,0.1909,0,LOW,34.9
steel_demo_app,2026-05-12 09:00:00,GBX-17,Gearbox,Finishing Mill,Critical,4,52.899,3.232,39.26,9.954,970.291,0,0.0,6,0,normal,60,720,0.08333333333333333,0,0.11620477812508731,1,-0.043188773107732115,0,0.010976521739128683,-0.008234347826087047,-0.011219565217391562,-0.005270000000000798,1.0,27.0,20.079215015628932,0.2008,0.2008,0,LOW,34.4
steel_demo_app,2026-05-12 10:00:00,GBX-17,Gearbox,Finishing Mill,Critical,4,55.425,2.442,40.114,9.792,971.02,0,0.0,6,0,normal,61,720,0.08472222222222223,0,0.16507956504341328,1,0.013464875087549344,1,0.04467782608695549,-0.014343478260869598,-0.010168260869565463,-0.020006956521739887,2.0,27.0,22.2785804269536,0.2228,0.2228,0,LOW,32.7
steel_demo_app,2026-05-12 11:00:00,GBX-17,Gearbox,Finishing Mill,Critical,4,53.894,3.848,41.144,9.736,966.578,0,0.0,6,0,normal,62,720,0.08611111111111111,0,0.6876254802883168,1,0.04240076384184177,1,0.06984999999999807,0.001133913043478211,-0.011490869565217547,-0.03091086956521873,3.0,27.0,45.79314661297426,0.4579,0.4579,0,MEDIUM,20.4
steel_demo_app,2026-05-12 12:00:00,GBX-17,Gearbox,Finishing Mill,Critical,4,51.658,2.889,40.828,10.044,982.371,0,0.0,6,0,normal,63,720,0.0875,0,0.06049591020018376,1,-0.08156106570253485,0,0.07508652173913036,-0.0054513043478261825,-0.009117826086956628,-0.058132608695652864,3.0,27.0,17.57231595900827,0.1757,0.1757,0,LOW,34.5
steel_demo_app,2026-05-12 13:00:00,GBX-17,Gearbox,Finishing Mill,Critical,4,52.452,2.889,40.017,10.133,980.075,0,0.0,6,0,normal,64,720,0.08888888888888889,0,0.06963222409737753,1,-0.06992710063563573,0,0.08610173913043302,-0.008977826086956549,-0.00692086956521771,-0.07776043478260887,3.0,27.0,17.98345008438199,0.1798,0.1798,0,LOW,34.3
steel_demo_app,2026-05-12 14:00:00,GBX-17,Gearbox,Finishing Mill,Critical,4,53.244,3.277,39.441,9.713,975.467,0,0.0,6,0,normal,65,720,0.09027777777777778,0,0.16330984348783376,1,-0.022879044125848902,0,0.0691682608695646,-0.009070869565217504,-0.009856956521739471,-0.0943452173913049,3.0,27.0,22.19894295695252,0.222,0.222,0,LOW,32.2
steel_demo_app,2026-05-12 15:00:00,GBX-17,Gearbox,Finishing Mill,Critical,4,50.521,3.264,42.632,10.22,982.379,0,0.0,6,0,normal,66,720,0.09166666666666666,0,0.05961824950583501,1,-0.050666670830179505,0,0.06474913043478167,-0.00778782608695656,-0.0078060869565219244,-0.089959130434783,3.0,27.0,17.532821227762575,0.1753,0.1753,0,LOW,34.6
steel_demo_app,2026-05-12 16:00:00,GBX-17,Gearbox,Finishing Mill,Critical,4,52.292,3.42,42.846,10.014,988.883,0,0.0,6,0,normal,67,720,0.09305555555555556,0,0.36983916078948775,1,-0.05179214947300248,0,0.06443478260869452,-0.004343478260869624,-0.00412521739130443,-0.07091565217391334,3.0,27.0,31.49276223552695,0.3149,0.3149,0,LOW,27.6
steel_demo_app,2026-05-12 17:00:00,GBX-17,Gearbox,Finishing Mill,Critical,4,52.161,2.893,40.492,10.141,987.422,0,0.0,6,0,normal,68,720,0.09444444444444444,0,0.06993762890401269,1,-0.0704591501198269,0,0.0873934782608685,-0.0016295652173913798,-0.0027630434782608838,-0.08069782608695743,3.0,27.0,17.99719330068057,0.18,0.18,0,LOW,34.3
steel_demo_app,2026-05-12 18:00:00,GBX-17,Gearbox,Finishing Mill,Critical,4,51.929,3.458,38.454,9.989,979.759,0,0.0,6,0,normal,69,720,0.09583333333333334,0,0.25451707476733465,1,-0.02985872244321247,0,0.09058086956521585,0.005767391304347768,-0.0021126086956522764,-0.10387695652174007,3.0,27.0,26.303268364530062,0.263,0.263,0,LOW,30.1
